Palm_Position_X,Palm_Position_Y,Palm_Position_Z,Palm_Velocity_X,Palm_Velocity_Y,Palm_Velocity_Z,thumb,index,middle,ring,pinky
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
-38.188995,218.83775,74.2873,1.1920929E-7,1.1920929E-7,1.1920929E-7,1,1,1,1,1
-38.237892,218.44217,73.62624,-5.307559,-42.937946,-71.75256,1,1,1,1,1
-37.971897,217.35057,72.469505,4.265058,-63.692627,-86.229095,1,1,1,1,1
-37.243587,215.16023,70.67099,25.319347,-113.05946,-117.458115,1,1,1,1,1
-35.99266,212.94421,68.61553,56.190174,-148.55534,-146.83931,1,1,1,1,1
-34.844013,211.8997,67.16098,75.17054,-138.27202,-149.4851,1,1,1,1,1
-33.62601,210.19019,65.64834,91.264366,-151.72295,-153.81941,1,1,1,1,1
-32.680817,209.12479,65.09983,94.58174,-141.84389,-127.62927,1,1,1,1,1
-32.512222,208.14427,64.93407,73.00126,-131.5688,-96.63431,1,1,1,1,1
-31.902975,202.42107,63.01338,71.094025,-268.754,-127.9858,1,1,1,1,1
-31.818514,199.26216,61.528904,53.733376,-289.43668,-137.23169,1,1,1,1,1
-31.217842,194.17853,59.76184,56.865105,-362.44287,-152.30702,1,1,1,1,1
-30.821148,190.86234,58.566685,52.928314,-361.28207,-145.79251,1,1,1,1,1
-30.4215,187.3848,57.508186,50.138184,-364.99545,-136.82133,1,1,1,1,1
-29.860353,183.75749,55.988113,53.348633,-374.42383,-145.24028,1,1,1,1,1
-29.754866,180.17807,54.655502,41.187588,-374.94272,-143.752,1,1,1,1,1
-29.828972,178.00148,54.17604,27.697569,-339.24106,-119.217964,1,1,1,1,1
-29.655008,175.24547,53.66617,25.151966,-327.04077,-101.009865,1,1,1,1,1
-29.626362,172.4051,53.330837,18.970537,-321.6734,-82.88058,1,1,1,1,1
-29.333733,169.28012,52.848866,22.193474,-321.01254,-72.97909,1,1,1,1,1
-29.491459,166.51558,52.542805,11.451667,-320.45084,-62.959152,1,1,1,1,1
-29.64983,164.01303,52.347363,3.4416497,-307.30188,-51.36193,1,1,1,1,1
-29.76752,161.96246,52.27674,-1.1008689,-283.3036,-39.083103,1,1,1,1,1
-29.98944,160.317,52.277077,-7.5225735,-253.04779,-28.01161,1,1,1,1,1
-30.110956,158.83342,52.33067,-9.086481,-226.61711,-18.474289,1,1,1,1,1
-30.333803,157.65599,52.372955,-13.354745,-199.65553,-12.064958,1,1,1,1,1
-30.622442,156.65854,52.45219,-18.243917,-172.39383,-6.1977563,1,1,1,1,1
-30.910303,155.98135,52.55759,-22.050344,-145.97798,-1.2860078,1,1,1,1,1
-31.209284,155.28732,52.77333,-24.936281,-126.03606,5.629724,1,1,1,1,1
-31.466726,154.77998,52.982563,-25.518167,-104.981186,10.328655,1,1,1,1,1
-31.65688,154.46342,53.192684,-24.40163,-86.15086,13.947227,1,1,1,1,1
-31.837147,154.22226,53.41128,-23.029497,-69.29539,16.674507,1,1,1,1,1
-31.984589,154.03795,53.59843,-21.033785,-55.411846,17.671745,1,1,1,1,1
-32.10261,153.89728,53.749115,-18.730627,-44.16887,17.303144,1,1,1,1,1
-32.20369,153.79164,53.91886,-16.524515,-34.936455,17.58424,1,1,1,1,1
-32.27622,153.72392,54.082577,-13.952982,-26.910734,17.464293,1,1,1,1,1
-32.326027,153.70222,54.241936,-11.660799,-20.219048,17.557528,1,1,1,1,1
-32.35938,153.70331,54.40231,-9.429726,-14.557691,17.550726,1,1,1,1,1
-32.37631,153.73912,54.559677,-7.2832894,-9.363568,17.376753,1,1,1,1,1
-32.37529,153.81395,54.71276,-5.217508,-4.4714456,17.177805,1,1,1,1,1
-32.352,153.9255,54.880238,-3.0125873,0.1891049,17.30394,1,1,1,1,1
-32.008614,152.74869,54.527016,8.295119,-35.791378,1.7869533,1,1,1,1,1
-31.649944,151.8102,54.249115,16.883244,-54.325035,-7.1634994,1,1,1,1,1
-31.300081,151.0492,54.005928,22.767826,-62.178337,-12.53869,1,1,1,1,1
-31.142578,151.13725,54.04893,20.769066,-41.13115,-7.53487,1,1,1,1,1
-30.967094,151.30359,54.12324,20.646832,-25.116232,-3.2554014,1,1,1,1,1
-30.731667,151.5723,54.22286,22.02315,-9.914667,0.6845048,1,1,1,1,1
-30.496706,151.86362,54.32555,22.925869,1.7293624,3.6072443,1,1,1,1,1
-30.280935,152.12762,54.419582,23.154076,9.29379,5.4735827,1,1,1,1,1
-30.068602,152.37137,54.514324,23.074219,14.074723,6.807254,1,1,1,1,1
-29.891531,152.58366,54.5963,21.991285,16.583977,7.391676,1,1,1,1,1
-29.735905,152.76357,54.66878,20.530912,17.382458,7.513631,1,1,1,1,1
-29.602537,152.91838,54.73297,18.859512,17.242107,7.3698645,1,1,1,1,1
-29.476086,153.04793,54.793217,17.27566,16.2158,7.078723,1,1,1,1,1
-29.36902,153.15176,54.8447,15.781482,14.915029,6.698555,1,1,1,1,1
-29.26973,153.2414,54.893436,14.388145,13.470087,6.307627,1,1,1,1,1
-29.181114,153.31718,54.938885,13.056416,12.005723,5.9245186,1,1,1,1,1
-29.102406,153.38255,54.980583,11.772911,10.612603,5.5238347,1,1,1,1,1
-29.030426,153.44043,55.02109,10.636017,9.374949,5.194894,1,1,1,1,1
-28.96562,153.49176,55.059532,9.633364,8.315237,4.91153,1,1,1,1,1
-28.90403,153.53731,55.096874,8.79847,7.36279,4.666364,1,1,1,1,1
-28.84855,153.57796,55.1301,8.030992,6.5452156,4.375038,1,1,1,1,1
-28.797617,153.61484,55.1615,7.300428,5.8091183,4.0877566,1,1,1,1,1
-28.757256,153.64592,55.187767,6.5027294,5.14296,3.7528567,1,1,1,1,1
-28.716421,153.67397,55.215153,5.8682957,4.512755,3.502175,1,1,1,1,1
-28.680492,153.69565,55.24017,5.3517213,3.933936,3.303034,1,1,1,1,1
-28.64474,153.71423,55.265347,4.941026,3.3982189,3.1440246,1,1,1,1,1
-28.611305,153.7303,55.28897,4.523894,2.9016178,2.9496617,1,1,1,1,1
-28.581427,153.74219,55.3106,4.2019844,2.4729693,2.8053582,1,1,1,1,1
-28.552595,153.75214,55.331852,3.8762853,2.068945,2.6486888,1,1,1,1,1
-28.528086,153.7606,55.349922,3.5653489,1.7620317,2.476567,1,1,1,1,1
-28.504818,153.76865,55.367077,3.242621,1.4978244,2.2823637,1,1,1,1,1
-28.485044,153.77548,55.381653,2.961945,1.2978048,2.1049473,1,1,1,1,1
-28.46398,153.78343,55.397053,2.767751,1.1741192,1.9799545,1,1,1,1,1
-28.441614,153.79144,55.41279,2.6706648,1.0881835,1.9024743,1,1,1,1,1
-28.422886,153.7978,55.428745,2.472001,0.9687416,1.8401904,1,1,1,1,1
-28.408571,153.80386,55.444096,2.2200885,0.88367754,1.7955004,1,1,1,1,1
-28.39358,153.81055,55.459984,2.031695,0.83017325,1.7568643,1,1,1,1,1
-28.380045,153.81548,55.474586,1.902707,0.75917226,1.7341688,1,1,1,1,1
